Game,Discount %,Original,Final,Review % positive,Reviews,Review label,Store URL
The King's Bird,80,$6.33,$1.25,73,350,positive,https://store.steampowered.com/app/812550/
Frostpunk: On The Edge,80,$6.49,$1.29,47,1333,mixed,https://store.steampowered.com/app/1147010/
Kill It With Fire,80,$6.49,$1.29,96,2680,positive,https://store.steampowered.com/app/1179210/
I Am Bread,80,$6.49,$1.29,77,3181,positive,https://store.steampowered.com/app/327890/
Pilo and the Holobook,80,$6.49,$1.29,93,159,positive,https://store.steampowered.com/app/2423270/
LoveKami -Divinity Stage-,80,$6.49,$1.29,83,547,positive,https://store.steampowered.com/app/547340/
LoveKami -Healing Harem-,80,$6.49,$1.29,82,200,positive,https://store.steampowered.com/app/938270/
LoveKami -Useless Goddess-,80,$6.49,$1.29,81,314,positive,https://store.steampowered.com/app/626510/
End of Lines,80,$6.49,$1.29,92,56,positive,https://store.steampowered.com/app/1658960/
Swag and Sorcery,80,$6.49,$1.29,47,965,mixed,https://store.steampowered.com/app/929010/
Rage in Peace,80,$6.49,$1.29,89,283,positive,https://store.steampowered.com/app/658690/
Private Property,80,$6.49,$1.29,83,18,positive,https://store.steampowered.com/app/1481700/
Vampire's Fall: Origins,80,$6.49,$1.29,78,1048,positive,https://store.steampowered.com/app/1167950/
Alisa Quest,80,$6.49,$1.29,54,33,mixed,https://store.steampowered.com/app/1148360/
Soulace,80,$6.49,$1.29,54,11,mixed,https://store.steampowered.com/app/1339360/
Outbreak: The New Nightmare,80,$6.49,$1.29,66,245,mixed,https://store.steampowered.com/app/644480/
Crash Forts 2,80,$6.49,$1.29,83,12,positive,https://store.steampowered.com/app/2050470/
Puny BOB,80,$6.49,$1.29,90,10,positive,https://store.steampowered.com/app/2167900/
The Lost Abyss,80,$6.49,$1.29,100,10,positive,https://store.steampowered.com/app/2111390/
Stories school,80,$6.49,$1.29,81,11,positive,https://store.steampowered.com/app/2091230/
Obedient Servant,80,$6.49,$1.29,72,11,positive,https://store.steampowered.com/app/2111420/
THE MADMAN,80,$6.49,$1.29,55,18,mixed,https://store.steampowered.com/app/2050450/
Overruled!,80,$6.49,$1.29,60,20,mixed,https://store.steampowered.com/app/297740/
Punk Wars: Threat From Within,80,$6.49,$1.29,,,,https://store.steampowered.com/app/1932040/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Colorful 2,80,$6.49,$1.29,,,,https://store.steampowered.com/app/3059890/
Puzzle: Triangles,80,$6.49,$1.29,,,,https://store.steampowered.com/app/2167850/
SUN SHOT,80,$6.49,$1.29,,,,https://store.steampowered.com/app/2111400/
Unreal Vendetta,80,$6.49,$1.29,,,,https://store.steampowered.com/app/2111410/
Dagger of heroes,80,$6.49,$1.29,,,,https://store.steampowered.com/app/2091240/
Trials® Rising - Crash & Sunburn,80,$6.59,$1.31,,,,https://store.steampowered.com/app/924185/
Pixel Puzzles Ultimate: Variety Pack 10XS,80,$6.69,$1.33,,,,https://store.steampowered.com/app/3060030/
FTL: Faster Than Light,80,$6.79,$1.35,95,46914,positive,https://store.steampowered.com/app/212680/
Rosenkreuzstilette Freudenstachel,80,$6.79,$1.35,88,139,positive,https://store.steampowered.com/app/564160/
Cold Iron - Quick Draw Western Duels,80,$6.79,$1.35,76,39,positive,https://store.steampowered.com/app/543440/
NecroBouncer,80,$6.79,$1.35,75,96,positive,https://store.steampowered.com/app/1786830/
Rest In Pieces,80,$6.79,$1.35,57,40,mixed,https://store.steampowered.com/app/1172060/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 21,80,$6.79,$1.35,,,,https://store.steampowered.com/app/1952647/
Violent Witches: the Vindicator,80,$6.79,$1.35,,,,https://store.steampowered.com/app/1632220/
Dark Sweeper,80,$6.79,$1.35,,,,https://store.steampowered.com/app/2186940/
Trainz Railroad Simulator 2019,80,$6.84,$1.37,81,1577,positive,https://store.steampowered.com/app/553520/
Company of Heroes,80,$6.99,$1.39,94,5219,positive,https://store.steampowered.com/app/228200/
Crypt of the NecroDancer,80,$6.99,$1.39,95,12568,positive,https://store.steampowered.com/app/247080/
Clustertruck,80,$6.99,$1.39,93,9887,positive,https://store.steampowered.com/app/397950/
911 Operator,80,$6.99,$1.39,87,5504,positive,https://store.steampowered.com/app/503560/
Epic Battle Fantasy 4,80,$6.99,$1.39,97,1869,positive,https://store.steampowered.com/app/265610/
Guts and Glory,80,$6.99,$1.39,82,1887,positive,https://store.steampowered.com/app/537340/
A Fisherman's Tale,80,$6.99,$1.39,94,1085,positive,https://store.steampowered.com/app/559330/
Metal Unit,80,$6.99,$1.39,86,535,positive,https://store.steampowered.com/app/1173200/
Monaco: What's Yours Is Mine,80,$6.99,$1.39,92,2543,positive,https://store.steampowered.com/app/113020/
Kill It With Fire VR,80,$6.99,$1.39,88,133,positive,https://store.steampowered.com/app/1905220/
Immortal Planet,80,$6.99,$1.39,81,175,positive,https://store.steampowered.com/app/631980/
Cardboard Town,80,$6.99,$1.39,70,530,positive,https://store.steampowered.com/app/2198070/
La-Mulana,80,$6.99,$1.39,81,1474,positive,https://store.steampowered.com/app/230700/
If My Heart Had Wings,80,$6.99,$1.39,92,2029,positive,https://store.steampowered.com/app/326480/
Delivery INC,80,$6.99,$1.39,72,258,positive,https://store.steampowered.com/app/1793260/
Serial Cleaner,80,$6.99,$1.39,84,1361,positive,https://store.steampowered.com/app/522210/
Lia: Hacking Destiny,80,$6.99,$1.39,96,93,positive,https://store.steampowered.com/app/3740360/
Golf Gang,80,$6.99,$1.39,84,782,positive,https://store.steampowered.com/app/1151050/
Hue,80,$6.99,$1.39,92,1679,positive,https://store.steampowered.com/app/383270/
Along the Edge,80,$6.99,$1.39,89,333,positive,https://store.steampowered.com/app/504390/
No Time To Explain Remastered,80,$6.99,$1.39,83,1319,positive,https://store.steampowered.com/app/368730/
Rhythm Sprout: Sick Beats & Bad Sweets,80,$6.99,$1.39,92,619,positive,https://store.steampowered.com/app/1475840/
Seers Isle,80,$6.99,$1.39,91,169,positive,https://store.steampowered.com/app/738650/
Infinite Adventures®,80,$6.99,$1.39,89,134,positive,https://store.steampowered.com/app/607820/
BULLET SOUL,80,$6.99,$1.39,81,71,positive,https://store.steampowered.com/app/544580/
Mr. Shifty,80,$6.99,$1.39,88,855,positive,https://store.steampowered.com/app/489140/
Say No! More,80,$6.99,$1.39,91,1766,positive,https://store.steampowered.com/app/1191900/
Attack of the Earthlings,80,$6.99,$1.39,84,336,positive,https://store.steampowered.com/app/621930/
Wintermoor Tactics Club,80,$6.99,$1.39,87,538,positive,https://store.steampowered.com/app/917840/
Mayhem in Single Valley,80,$6.99,$1.39,85,178,positive,https://store.steampowered.com/app/622680/
Antihero,80,$6.99,$1.39,86,658,positive,https://store.steampowered.com/app/505640/
Who Pressed Mute on Uncle Marcus?,80,$6.99,$1.39,71,669,positive,https://store.steampowered.com/app/1628130/
World of Subways 2 – Berlin Line 7,80,$6.99,$1.39,75,302,positive,https://store.steampowered.com/app/283600/
Along Together,80,$6.99,$1.39,90,55,positive,https://store.steampowered.com/app/859640/
PLANET ALPHA,80,$6.99,$1.39,75,632,positive,https://store.steampowered.com/app/485030/
Steel Fury: Kharkov 1942,80,$6.99,$1.39,74,204,positive,https://store.steampowered.com/app/1351450/
Rainbow Reactor,80,$6.99,$1.39,94,71,positive,https://store.steampowered.com/app/789090/
Sprout Valley,80,$6.99,$1.39,70,108,positive,https://store.steampowered.com/app/1964820/
Visionarium 2 - The Descent,80,$6.99,$1.39,91,45,positive,https://store.steampowered.com/app/1917860/
BULLET SOUL INFINITE BURST,80,$6.99,$1.39,74,93,positive,https://store.steampowered.com/app/545060/
GARAGE: Bad Trip,80,$6.99,$1.39,74,404,positive,https://store.steampowered.com/app/878580/
CountryBalls Heroes,80,$6.99,$1.39,77,408,positive,https://store.steampowered.com/app/1083870/
Serment - Contract with a Devil,80,$6.99,$1.39,78,87,positive,https://store.steampowered.com/app/632900/
Munich Bus Simulator,80,$6.99,$1.39,59,319,mixed,https://store.steampowered.com/app/283560/
SPITLINGS,80,$6.99,$1.39,92,25,positive,https://store.steampowered.com/app/1002000/
Sockventure,80,$6.99,$1.39,86,46,positive,https://store.steampowered.com/app/1222340/
The Fridge is Red,80,$6.99,$1.39,52,138,mixed,https://store.steampowered.com/app/1532460/
Darksburg,80,$6.99,$1.39,63,1656,mixed,https://store.steampowered.com/app/939100/
Draw Rider 2,80,$6.99,$1.39,76,39,positive,https://store.steampowered.com/app/588630/
Road to Ballhalla,80,$6.99,$1.39,86,45,positive,https://store.steampowered.com/app/425410/
Startup Panic,80,$6.99,$1.39,55,211,mixed,https://store.steampowered.com/app/1045610/
Legendary Hoplite,80,$6.99,$1.39,63,335,mixed,https://store.steampowered.com/app/1479810/
Cyber Ops,80,$6.99,$1.39,42,108,mixed,https://store.steampowered.com/app/863460/
World of Subways 1 – The Path,80,$6.99,$1.39,62,113,mixed,https://store.steampowered.com/app/306370/
Phantom Trigger,80,$6.99,$1.39,51,45,mixed,https://store.steampowered.com/app/445870/
Ageless,80,$6.99,$1.39,69,56,mixed,https://store.steampowered.com/app/1210150/
Memoranda,80,$6.99,$1.39,68,107,mixed,https://store.steampowered.com/app/430410/
Slippery Richard! ~ He's Taller Than My Husband ~,80,$6.99,$1.39,65,29,mixed,https://store.steampowered.com/app/2174930/
FANTASYQUEST: ERRANDSAGA,80,$6.99,$1.39,50,16,mixed,https://store.steampowered.com/app/2879050/
Platonically Mauled by a Magic Cougar,80,$6.99,$1.39,47,17,mixed,https://store.steampowered.com/app/2171420/
Garden Buddies,80,$6.99,$1.39,66,74,mixed,https://store.steampowered.com/app/2429090/
Detached: Non-VR Edition,80,$6.99,$1.39,68,19,mixed,https://store.steampowered.com/app/848410/
Ancient Frontier: Steel Shadows,80,$6.99,$1.39,69,33,mixed,https://store.steampowered.com/app/734730/
Crystal Riders VR,80,$6.99,$1.39,100,12,positive,https://store.steampowered.com/app/2169060/
Aces of the Luftwaffe - Squadron,80,$6.99,$1.39,74,94,positive,https://store.steampowered.com/app/859350/
Community Inc,80,$6.99,$1.39,35,147,negative,https://store.steampowered.com/app/631540/
Habitat,80,$6.99,$1.39,32,171,negative,https://store.steampowered.com/app/299340/
Block'hood VR,80,$6.99,$1.39,25,12,negative,https://store.steampowered.com/app/787720/
SHOOTING STAR VR,80,$6.99,$1.39,,,,https://store.steampowered.com/app/2350290/
Kawaii Girls Panic,80,$6.99,$1.39,,,,https://store.steampowered.com/app/3833460/
King's Legacy: A Crown Divided Collector's Edition,80,$6.99,$1.39,,,,https://store.steampowered.com/app/3450600/
Marco & The Galaxy Dragon - Animation Storyboards,80,$6.99,$1.39,,,,https://store.steampowered.com/app/1254270/
Meteor World Actor Character Songs,80,$6.99,$1.39,,,,https://store.steampowered.com/app/1965460/
Old Stories: Fireheart,80,$6.99,$1.39,,,,https://store.steampowered.com/app/1575900/
Salthe - Vocal Collection,80,$6.99,$1.39,,,,https://store.steampowered.com/app/1368790/
The house of the missing hands,80,$6.99,$1.39,,,,https://store.steampowered.com/app/2733680/
Friends World,80,$6.99,$1.39,,,,https://store.steampowered.com/app/2361340/
Selatria,80,$7.00,$1.40,,,,https://store.steampowered.com/app/1052040/
Prince of Persia: The Forgotten Sands™,80,$7.29,$1.45,71,1421,positive,https://store.steampowered.com/app/33320/
Prince of Persia®: The Sands of Time,80,$7.29,$1.45,83,2407,positive,https://store.steampowered.com/app/13600/
Prince of Persia: The Two Thrones™,80,$7.29,$1.45,79,1229,positive,https://store.steampowered.com/app/13530/
Prince of Persia: Warrior Within™,80,$7.29,$1.45,80,1770,positive,https://store.steampowered.com/app/13500/
Prince of Persia®,80,$7.29,$1.45,78,1870,positive,https://store.steampowered.com/app/19980/
Tom Clancy’s The Division™ - Survival,80,$7.29,$1.45,81,504,positive,https://store.steampowered.com/app/556470/
Aspire: Ina's Tale,80,$7.29,$1.45,83,329,positive,https://store.steampowered.com/app/1720090/
Tom Clancy's The Division™ - Underground,80,$7.29,$1.45,61,377,mixed,https://store.steampowered.com/app/494630/
Zeit²,80,$7.29,$1.45,82,29,positive,https://store.steampowered.com/app/33390/
Trials Fusion - Awesome Level Max,80,$7.29,$1.45,76,21,positive,https://store.steampowered.com/app/381840/
Just Move:Clean City Messy Battle,80,$7.29,$1.45,45,11,mixed,https://store.steampowered.com/app/3414900/
Far Cry® 4 – Escape From Durgesh Prison,80,$7.29,$1.45,23,315,negative,https://store.steampowered.com/app/338620/
Tom Clancy's The Division™ - Last Stand,80,$7.29,$1.45,31,329,negative,https://store.steampowered.com/app/596190/
Mystery Phantoms: Ghostly Secrets Collector's Edition,80,$7.29,$1.45,,,,https://store.steampowered.com/app/4176490/
Chamber Survival,80,$7.29,$1.45,27,11,negative,https://store.steampowered.com/app/2943780/
SRPG Studio Desert Background,80,$7.29,$1.45,,,,https://store.steampowered.com/app/889120/
SRPG Studio Fantasy Background,80,$7.29,$1.45,,,,https://store.steampowered.com/app/982650/
Just Move Fall Dungeon Endless Abyss,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3856040/
LivingForest,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3027490/
Extreme Overtake,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3138100/
LivingForest Apocalypse,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3249620/
LivingBattle Rugby Office Worker,80,$7.29,$1.45,,,,https://store.steampowered.com/app/4036570/
LivingForest Dirty Buggy,80,$7.29,$1.45,,,,https://store.steampowered.com/app/4036610/
LivingForest Tired Waitress,80,$7.29,$1.45,,,,https://store.steampowered.com/app/4036620/
LivingBattle Office Building,80,$7.29,$1.45,,,,https://store.steampowered.com/app/4047700/
LivingForest Garbage Dump Diner,80,$7.29,$1.45,,,,https://store.steampowered.com/app/4047770/
LivingForest Island,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3235460/
LivingForest BuildingCity,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3241050/
LivingForest Metal Bat With Circular Saw,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3782850/
LivingBattle Guitar,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3782940/
LivingForest Lightweight Bandage AK47,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3788460/
LivingBattle Modern City,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3788480/
LivingForest Bandage Lighting AK47,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3773040/
LivingBattle Normal M4A1,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3773110/
LivingForest Outdoors Ambulance,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3780130/
LivingBattle Ambulance,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3780190/
LivingForest Baton,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3927640/
LivingBattle Motorcycle Rider,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3872010/
LivingForest Green Handguard Bat Wrapped With Wire,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3872020/
LivingBattle Blue Mid Size Car,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3813080/
LivingForest Multiple Bruises Zombie,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3813100/
LivingBattle Chair,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3818180/
LivingForest Broken Bandage M4A1,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3818210/
LivingForest Leisurely Backpacker,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3875430/
LivingBattle SCAR-H,80,$7.29,$1.45,,,,https://store.steampowered.com/app/3875450/
Frostpunk: The Last Autumn,80,$7.49,$1.49,76,1479,positive,https://store.steampowered.com/app/1146960/
Sayonara Umihara Kawase,80,$7.49,$1.49,94,163,positive,https://store.steampowered.com/app/378750/
The Crackpet Show,80,$7.49,$1.49,86,701,positive,https://store.steampowered.com/app/1390700/
Filament,80,$7.49,$1.49,86,623,positive,https://store.steampowered.com/app/1137350/
The Unliving,80,$7.49,$1.49,62,762,mixed,https://store.steampowered.com/app/986040/
Aveyond 4: Shadow of the Mist,80,$7.49,$1.49,90,96,positive,https://store.steampowered.com/app/433920/
Mind Scanners,80,$7.49,$1.49,78,1097,positive,https://store.steampowered.com/app/1389550/
Pandemic Train,80,$7.49,$1.49,57,237,mixed,https://store.steampowered.com/app/1379600/
Code of Princess,80,$7.49,$1.49,55,288,mixed,https://store.steampowered.com/app/408640/
Telefrag VR,80,$7.49,$1.49,71,38,positive,https://store.steampowered.com/app/916100/
Green Army Men,80,$7.49,$1.49,50,145,mixed,https://store.steampowered.com/app/1062590/
Train Sim World® 4: LNER Class A3 60103 Flying Scotsman Steam Loco Add-On,80,$7.49,$1.49,52,21,mixed,https://store.steampowered.com/app/2386180/
Train Sim World® 5: LNER Class A3 60103 Flying Scotsman Steam Loco Add-On,80,$7.49,$1.49,38,21,negative,https://store.steampowered.com/app/2970410/
Train Sim World® 6: LNER Class A3 60103 Flying Scotsman Steam Loco Add-On,80,$7.49,$1.49,,,,https://store.steampowered.com/app/3663180/
Squadron: Sky Guardians,80,$7.49,$1.49,38,13,negative,https://store.steampowered.com/app/673570/
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 8XS,80,$7.49,$1.49,,,,https://store.steampowered.com/app/1952645/
Beyond the Soil: Farming & Tales,80,$7.49,$1.49,,,,https://store.steampowered.com/app/4616780/
Monstrum,80,$7.79,$1.55,89,1307,positive,https://store.steampowered.com/app/296710/
Blade Assault,80,$7.79,$1.55,74,1818,positive,https://store.steampowered.com/app/1367300/
Meteor World Actor: Badge & Dagger,80,$7.79,$1.55,88,356,positive,https://store.steampowered.com/app/1819160/
Firegirl: Hack 'n Splash Rescue DX,80,$7.79,$1.55,68,195,mixed,https://store.steampowered.com/app/1608550/
Table Manners: Physics-Based Dating Game,80,$7.79,$1.55,57,369,mixed,https://store.steampowered.com/app/1019450/
Red Faction,80,$7.99,$1.59,85,1602,positive,https://store.steampowered.com/app/20530/
Painkiller: Black Edition,80,$7.99,$1.59,89,1927,positive,https://store.steampowered.com/app/39530/
Train Station Renovation,80,$7.99,$1.59,84,1979,positive,https://store.steampowered.com/app/914010/
Once Upon a Jester,80,$7.99,$1.59,100,261,positive,https://store.steampowered.com/app/1668190/
Red Faction II,80,$7.99,$1.59,52,1016,mixed,https://store.steampowered.com/app/20550/
Fleet Command,80,$7.99,$1.59,88,459,positive,https://store.steampowered.com/app/2910/
Desta: The Memories Between,80,$7.99,$1.59,78,124,positive,https://store.steampowered.com/app/2009650/
Sub Command,80,$7.99,$1.59,74,136,positive,https://store.steampowered.com/app/2920/
Bet On Soldier,80,$7.99,$1.59,72,236,positive,https://store.steampowered.com/app/335320/
688(I) Hunter/Killer,80,$7.99,$1.59,81,216,positive,https://store.steampowered.com/app/2900/
Painkiller: Recurring Evil,80,$7.99,$1.59,40,354,mixed,https://store.steampowered.com/app/206760/
Worms Blast,80,$7.99,$1.59,64,183,mixed,https://store.steampowered.com/app/70650/
Trainz Route: The Shorts and Kerl Traction Railroad,80,$7.99,$1.59,,,,https://store.steampowered.com/app/662862/
Trainz Route: Bea-Dawe Model Railway,80,$7.99,$1.59,,,,https://store.steampowered.com/app/662864/
Brave Dungeon + Dark Witch's Story : Combat,80,$8.09,$1.61,88,44,positive,https://store.steampowered.com/app/1712820/
Graveyard Keeper,80,$8.19,$1.63,84,17651,positive,https://store.steampowered.com/app/599140/
For The King,80,$8.19,$1.63,88,11658,positive,https://store.steampowered.com/app/527230/
Streets of Rogue,80,$8.19,$1.63,96,8404,positive,https://store.steampowered.com/app/512900/
Planet of Lana,80,$8.19,$1.63,93,3971,positive,https://store.steampowered.com/app/1608230/
"Yes, Your Grace",80,$8.19,$1.63,85,5273,positive,https://store.steampowered.com/app/1115690/
Builder Simulator,80,$8.19,$1.63,72,1639,positive,https://store.steampowered.com/app/1120320/
Fruit Ninja VR 2,80,$8.19,$1.63,75,74,positive,https://store.steampowered.com/app/1575520/
Secret Neighbor: Hello Neighbor Multiplayer,80,$8.19,$1.63,85,4895,positive,https://store.steampowered.com/app/859570/
Farm Frenzy Collection,80,$8.19,$1.63,95,543,positive,https://store.steampowered.com/app/391000/
Crab God,80,$8.19,$1.63,82,268,positive,https://store.steampowered.com/app/2289390/
Party Hard 2,80,$8.19,$1.63,66,603,mixed,https://store.steampowered.com/app/572430/
VISCO Collection,80,$8.19,$1.63,91,12,positive,https://store.steampowered.com/app/2506690/
How to Survive,80,$8.19,$1.63,76,4619,positive,https://store.steampowered.com/app/250400/
Happy's Humble Burger Farm,80,$8.19,$1.63,93,1705,positive,https://store.steampowered.com/app/1433340/
Overcrowd: A Commute 'Em Up,80,$8.19,$1.63,81,1701,positive,https://store.steampowered.com/app/726110/
Faeria,80,$8.19,$1.63,83,1521,positive,https://store.steampowered.com/app/397060/
Rescue HQ - The Tycoon,80,$8.19,$1.63,77,737,positive,https://store.steampowered.com/app/809720/
Legend of Keepers: Career of a Dungeon Manager,80,$8.19,$1.63,76,1605,positive,https://store.steampowered.com/app/978520/
Gun Club VR,80,$8.19,$1.63,79,664,positive,https://store.steampowered.com/app/691320/
Plebby Quest: The Crusades,80,$8.19,$1.63,80,416,positive,https://store.steampowered.com/app/334310/
Landlord's Super,80,$8.19,$1.63,80,1443,positive,https://store.steampowered.com/app/1127840/
Amnesia: A Machine for Pigs,80,$8.19,$1.63,65,4394,mixed,https://store.steampowered.com/app/239200/
Greak: Memories of Azur,80,$8.19,$1.63,79,997,positive,https://store.steampowered.com/app/1311070/
The Alien Cube,80,$8.19,$1.63,80,555,positive,https://store.steampowered.com/app/1099220/
Gibbous -  A Cthulhu Adventure,80,$8.19,$1.63,87,1056,positive,https://store.steampowered.com/app/914020/
You Suck at Parking® - Complete Edition,80,$8.19,$1.63,88,496,positive,https://store.steampowered.com/app/837880/
Nope Nope Nurses,80,$8.19,$1.63,77,630,positive,https://store.steampowered.com/app/1846330/
Saimin Gakushū: Secret Desire,80,$8.19,$1.63,73,495,positive,https://store.steampowered.com/app/1788100/
Nitro Kid,80,$8.19,$1.63,89,410,positive,https://store.steampowered.com/app/1709050/
Bravery and Greed,80,$8.19,$1.63,78,640,positive,https://store.steampowered.com/app/943370/
Banners of Ruin,80,$8.19,$1.63,78,1256,positive,https://store.steampowered.com/app/1075740/
Masquerada: Songs and Shadows,80,$8.19,$1.63,88,348,positive,https://store.steampowered.com/app/459090/
Apsulov: End of Gods,80,$8.19,$1.63,86,1509,positive,https://store.steampowered.com/app/960980/
The Holy Gosh Darn,80,$8.19,$1.63,96,277,positive,https://store.steampowered.com/app/1466230/
8Doors: Arum's Afterlife Adventure,80,$8.19,$1.63,79,951,positive,https://store.steampowered.com/app/668550/
Rogue Heroes: Ruins of Tasos,80,$8.19,$1.63,80,1484,positive,https://store.steampowered.com/app/787810/
Hotshot Racing,80,$8.19,$1.63,78,1306,positive,https://store.steampowered.com/app/609920/
Tin Hearts,80,$8.19,$1.63,85,75,positive,https://store.steampowered.com/app/1831700/
HimeYoku: A Sacrifice of Lust and Grace,80,$8.19,$1.63,91,180,positive,https://store.steampowered.com/app/2126870/
Unsouled,80,$8.19,$1.63,72,266,positive,https://store.steampowered.com/app/1042920/
Main Assembly,80,$8.19,$1.63,83,1004,positive,https://store.steampowered.com/app/1078920/
Hokko Life,80,$8.19,$1.63,68,1853,mixed,https://store.steampowered.com/app/824000/
The Knight Witch,80,$8.19,$1.63,72,644,positive,https://store.steampowered.com/app/1872680/
Oaken,80,$8.19,$1.63,79,239,positive,https://store.steampowered.com/app/1348690/
JUSTICE SUCKS: Tactical Vacuum Action,80,$8.19,$1.63,95,200,positive,https://store.steampowered.com/app/856890/
Astebreed: Definitive Edition,80,$8.19,$1.63,87,1272,positive,https://store.steampowered.com/app/283680/
Orangeblood,80,$8.19,$1.63,70,342,positive,https://store.steampowered.com/app/1042670/
American Fugitive,80,$8.19,$1.63,77,1967,positive,https://store.steampowered.com/app/934780/
Yukiiro Sign,80,$8.19,$1.63,90,63,positive,https://store.steampowered.com/app/2307160/
Trash Sailors: Co-Op Trash Raft Simulator,80,$8.19,$1.63,67,187,mixed,https://store.steampowered.com/app/1132030/
Lunacy: Saint Rhodes,80,$8.19,$1.63,61,121,mixed,https://store.steampowered.com/app/874450/
GOCCO OF WAR,80,$8.19,$1.63,89,805,positive,https://store.steampowered.com/app/346730/
Great Deceiver,80,$8.19,$1.63,72,193,positive,https://store.steampowered.com/app/2060000/
Don't Knock Twice,80,$8.19,$1.63,72,661,positive,https://store.steampowered.com/app/328590/
Grand Casino Tycoon,80,$8.19,$1.63,64,48,mixed,https://store.steampowered.com/app/1271850/
Hover Junkers,80,$8.19,$1.63,61,689,mixed,https://store.steampowered.com/app/380220/
S2ENGINE HD,80,$8.19,$1.63,71,266,positive,https://store.steampowered.com/app/443970/
World of Subways 4 – New York Line 7,80,$8.19,$1.63,70,302,positive,https://store.steampowered.com/app/343070/
The Chronicles of Nyanya,80,$8.19,$1.63,92,79,positive,https://store.steampowered.com/app/704200/
Counter Terrorist Agency,80,$8.19,$1.63,43,480,mixed,https://store.steampowered.com/app/936490/
A Rogue Escape,80,$8.19,$1.63,76,42,positive,https://store.steampowered.com/app/1476100/
Dawn of Kagura: Maika's Story - The Dragon's Wrath,80,$8.19,$1.63,100,10,positive,https://store.steampowered.com/app/2085230/
Holy Paladin Cynthia,80,$8.19,$1.63,50,24,mixed,https://store.steampowered.com/app/2073570/
Undungeon,80,$8.19,$1.63,66,240,mixed,https://store.steampowered.com/app/928990/
Police Helicopter Simulator,80,$8.19,$1.63,49,83,mixed,https://store.steampowered.com/app/803890/
El Diablo Islands - Host,80,$8.19,$1.63,83,80,positive,https://store.steampowered.com/app/321620/
ALPHA-NIGHTHAWK,80,$8.19,$1.63,63,19,mixed,https://store.steampowered.com/app/2051100/
CODE SHIFTER,80,$8.19,$1.63,42,54,mixed,https://store.steampowered.com/app/976570/
Expedition Zero,80,$8.19,$1.63,44,90,mixed,https://store.steampowered.com/app/1247570/
Outpost Zero,80,$8.19,$1.63,51,579,mixed,https://store.steampowered.com/app/677480/
Cube Creator X,80,$8.19,$1.63,45,11,mixed,https://store.steampowered.com/app/898430/
The Emerald Tablet,80,$8.19,$1.63,57,21,mixed,https://store.steampowered.com/app/289060/
Waking,80,$8.19,$1.63,41,43,mixed,https://store.steampowered.com/app/1068600/
SRPG Studio Burning Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/4323870/
SRPG Studio Celestial Realm Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1839290/
SRPG Studio Undersea Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1949410/
SRPG Studio Tower and Prison Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/2564220/
SRPG Studio Retro Future Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/982660/
SRPG Studio Dark World Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1109180/
SRPG Studio Foreign Land Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1109190/
SRPG Studio Coal Mine Background,80,$8.19,$1.63,,,,https://store.steampowered.com/app/2992960/
BETA-SIXDOUZE,80,$8.19,$1.63,,,,https://store.steampowered.com/app/2051110/
TAMAKAGURA: Tales of Turmoil,80,$8.19,$1.63,,,,https://store.steampowered.com/app/2096400/
Draw Rider Remake,80,$8.19,$1.63,,,,https://store.steampowered.com/app/2341140/
Trainz Route: Belarusian Woodland,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1178810/
Trainz Route: Belarusian Woodland,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1202500/
PT+,80,$8.19,$1.63,,,,https://store.steampowered.com/app/1290390/
StarBall,80,$8.19,$1.63,,,,https://store.steampowered.com/app/821870/
